comment_id,Comment
1486,Collins didn't face any challenges this week. He's doing well.
1487,I commend you positive attitude and punctuality Shivan. Keep it up as we move into week two.
1488,Was able to learn and execute CRUDE for the systems development.
1489,Technical challenges were many this week.
1490,He managed to complete this week's tasks without any challenges. He's doing well so far.
1491,"Viola, I am happy with your punctuality and commitment to work. Keep it up. Please interact more with your team members and help each other. I also encourage you to read more about the technologies that we are using for the project. Reading is a sure way to getting around the hurdles in your way."
1492,"Kenneth can execute SQL commands/queries, he can Create databases, tables. He can also read data from a secure database, he can update and delete records from tables. He can push his code to GitHub and deeply it to a remote server. He knows the basics of PHP"
1493,"Internet was a challenge, but she was able to do the work with her team."
1494,"Shivan, I encourage you to remain persistent and consistent. I encourage you to consult through all available means, not only internet. You can make a programmer if you remain calm and use a logical approach to solving problems. Reading more about the technologies involved is one sure way of widening your knowledge on the technologies of interest."
1495,"Hillary, I commend your positive attitude and resilience to make the team work. I encourage you to keep up this good spirit and improve on preparations for the remote collaboration sessions as we move forward. You can visit scrum.org and keep growing your understanding of the scrum framework."
1496,I commend you Jedidiah for punctuality and diligence. Please keep it up. I encourage you to use more of the official reference sources for each of the technologies that you are reading about. The habit of researching and reading is a victor's habit and you should maintain it. I encourage you to keep interacting more with your team members so that you can learn from each other.
1497,Emmanuel hasn't faced any challenges this week. He's doing well.
1498,Good work Hillary this week. You have exhibited good leadership skills and I encourage you to continue this way. Remind me to explain more about the different criteria used in making tricky decisions such as the one you highlight as your challenge this week. I encourage you to continue reading more about the technologies you use such that you are always up to date.
1499,"I commend you Andrew for the persistence and consistency. These are two key qualities that are going to take you a long way in the right direction. I encourage you to keep reading more about the technologies you are working with in order to enrich your knowledge on how best to use them. This week, please check out the Php Standard Recommendation (PSR) so that you align your code with it."
1500,Most of the concepts might be new. But I encourage Ismail to consult the Lead Developer incase of coding challenges.
1502,It is great to see that she is ready to learn new things. She informed me that she was learning iOS development
1503,I encourage Ian to always contact the Lead developer / Trainer incase of any coding challenge.
1504,"she can apply theory to practice
she can adapt to new technologies
some work is needed in the communication skills section"
1505,"Student intern received, oriented, assigned supervisor and tasks to undertake during the internship period. Online mode of supervisor and coordination agreed upon. 
Indicated progress on tasks assigned to the intern in week 1 reviewed and acknowledged."
1506,"The tasks you specified did not involve design a UI, what is the purpose of the UI? Installing software and watching tutorials should not take-up the whole week. Please work on Task 1 in this week."
1507,"Nsimbe can now install an SSL certificate on her server, she is able to create DNS and office emails from CPanel. She now understands SQL, she can Create databases and tables, She is also able to Insert data in tables, select data, update and delete records. She has to know how to use other Keywords like ORDER BY, COUNT, SUM, ASC, DESC, etc. Meaning she can query any data that is required from a database. She has learned the basics of PHP"
1508,"Despite internet challenge, Raymond managed to complete this week's tasks"
1509,She finished her work on time
1510,"Sandra has not had any issues so far,  apart from her laptop failing to work."
1511,"Despite a few challenges, Jacintah managed to set up the development environment."
1512,Jacintah is doing well. She is a promising developer.
1513,Ruth completed this week's tasks without any challenge.
1514,"1. Student intern received, oriented, assigned supervisor and tasks to undertake during the internship period.
2. Online mode of supervisor and coordination agreed upon. 
3. Indicated progress on tasks assigned to the intern in week 1 reviewed and acknowledged."
1515,"Despite a few challenges, Rebecca managed to set up the development environment."
1516,Teddy is teachable.
1517,Intern has good relationship with our partners in terms of adaption to work requirement and deliverables.
1518,Some developers spend long hours debugging errors. I request Rebecca to get used to the long sessions.
1519,"Rafusanjani has learned how to write SQL queries, he can Create databases and tables, He can also Insert records, Select or read tables records, update and delete those records.  He knows how to use some SQL keywords like ASC, DESC, ORDER BY, COUNT, SUM, and more. He can query any records that he wants across different tables using JOINS."
1520,There was a problem of the lockdown but I finally saw the system requirements document
1521,"Good job taking on the challenge and deploying to Crane Cloud and k8s.
Feel free to consult teammates when stuck while you encounter new concepts."
1522,"Umar consistently arrives to the company's  scheduled programs on time.
He has met a good attendance record in his first week at work. 
He is passionate to learn new skills and has proven the ability to apply the theory to practical.
However, in the coming weeks, I expect more skill development from Him and we are doing our best as an organisation to give the required tools for him to engage with real world business modules regardless of the pandemic and remote tasks."
1523,Progressive
1524,"Derick understands SQL basics, he can create Databases, and tables, he can Insert records into a table, he can update and delete records. He also knows git and using Github he can push his code to a remote repository."
1525,"Despite internet connections issues, Gloria has managed to complete this week's tasks. She is doing well."
1526,"Katumba now knows the basics of SQL, he can Create databases and tables, he can insert into, select from, update, and delete records from a table. He also knows how to practically use some SQL keywords like ORDER BY, GROUP BY, SUM, and JOIN. He has developed knowledge in querying any data of interest from the database."
1527,"Katumba was so interactive in this first week's sessions, he would ask where did not understand, in the end, he clearly understood what I was training him. He properly configured a LAMP stack and SSL. He also understood the basics of working with Cpanel, for example deploying systems on Cpanel, creating company emails, creating and resolving DNS zones, and linking them to a remote Ubuntu server."
1528,Progressive
1530,"I commend you Walter for the positive attitude and diligence. Please keep it up. As we move into full throttle implementation of the project, please check out the Php Standard Recommendation (PSR)."
1531,"Magembe can now practically execute SQL queries, he can Create databases and tables on his remote SQL server. He can Select records from different tables using JOINS, he can Update and Deleted records, he can also use Keywords like ASC, DSC, JOIN, ORDER BY, GROUP BY, SUM, COUNT, and many more, This means that we can query any data that he wants from different tables across a single database."
1532,Focus was more on the systems development .
1533,"Authur has known how to write SQL commands, he can SELECT, INSERT INTO, UPDATE AND DELETE, he also knows how to read data from different tables using JOINS, he knows other commands like COUNT and SUM, He can sort his data using ORDER BY ASC or DESC."
1534,Technical challenges but knowledge was acquired.
1535,Student had inadequate knowledge on systems development.
1536,"Good progress Ryan. Please keep up the spirit. As you proceed with implementation, I encourage you to check out the Php Standard Recommendation (PSR) so that you align your code with it."
1537,"Kimuli has got to understand the basics of SQL, he can do a Create Read Update and Delete. He can also do JOINS, ORDER BY, GROUP BY, and more other SQL queries according to the requirement."
1538,Satisfactory results so far. Kengo is a hard worker and delivers required results.
1539,I encourage Xavier to always contact the lead developer / Trainer incase of any challenge.
1542,I encourage her to always contact the lead developer / Trainer  for guidance.
1544,"Micheal's induction week went well. 
- He was able to join the daily stand ups with the rest of the team members. 
- He managed to deliver on his to do's
- As he gets acquainted with what we are building, we hope to increase on his workload. 
- With time, we hope he will also master the brand identity of delv to be able to bring out uniformity in look and feel of what he works on and what we already have developed on the portal"
1545,Technical challanges due to being new in using css but progressed in database development
1546,Progressive
1548,Progressive
1549,"Despite afew challenges like transport, Andrew managed to start internship at Stratcom and he's doing well."
1551,"Nabil, I commend you for staying focused and diligent this week. I encourage you to network more with your team members so that you can share knowledge and share ideas on how to overcome some hurdles that you encounter. Invest time in reading more about the technologies you are using for the project and practice continuous integration of code with your colleagues on the test server provided."
1552,Good work Mariam for this week. Please improve on punctuality and ensure that you do not miss any of the team collaboration meetings so that you do not lag behind as the project progresses. I encourage you to read more about the technologies such that you become better by the day.
1553,"Asingwire has learned the basics of SQL, she can now Create tables and databases, she can Insert records into the database, select them, update and delete them. She can also use keywords like ASC, DESC, ORDER BY, COUNT, SUM, GROUP BY, and JOINS, meaning she can query any records of interest from different tables. She has learned the basics of Github and now she can push code to her remote repository."
1554,"Lucky, know the basics of working with PHP and SQL,  she can execute simple SQL commands like CREATE, SELECT, INSERT INTO, etc."
1555,"Kirya understands SQL, he was able to create Databases, Tables. He can Insert data into those tables, Select/read records, Update and delete these records, he also knows how to use some SQL keywords like ASC, DESC, ORDER BY, GROUP BY, COUNT, SUM, JOIN,  etc, meaning he can query any data that he wants from any tables in the database. He also knows the basics of PHP, Git, and Github, so he can push his code in a remote repository for version control and safe storage."
1556,Progressive in website and databse development.
1557,"Kaweesi can now write the basic SQL commands like Create, select, Update, Delete, and many more, he can sort data with SQL and read it from different tables using JOINS"
1562,"Nsangi, can now combine MySQL with PHP, and she can deploy them on her remote server through GitHub"
1563,"Nsangi, has started to understand the SQL basic commands, like SELECT, INSERT, UPDATE READ, ASC, DESC, ORDER BY, GROUP BY, etc. she can connect table references with foreign keys and primary keys.  She can also write basic PHP code in sublime and then upload it to her GitHub repository."
1564,"Derrick can now write SQL commands like SELECT, UPDATE, DELETE, INSERT, etc, he can also sort date with ASC and DESC, and he can read data across different tables using JOINS. He can also reference tables using Foreign keys. He is able to push his code to GitHub, but he still does not know how to deploy it to the remote server."
1565,"He is very active and responds to any activity given to him. 
He is steadily learning and grasping the core concepts of our system.  
He freely interacts with other staff. He proposes new ideas where he feels activity implementations lack something.
Sometimes he is affected by power supply as Umeme power is not stable i.e it is on and off. 
Generally he is a good intern student one would like to work with. 
He is able and willing to change environment and work if assigned to do so"
1566,"Bwimi can write the basic SQL queries like CREATE, SELECT, INSERT INTO, UPDATE, etc.  He also know the basic git commands"
1567,I encourage Calvin to always consult the Lead Developer incase of any coding challenge or tough concept.
1568,Continue playing around with Pontoon System. I also recommend that you sign up for the Github student pack. Continue donating voices to Common Voice.
1569,"Attendance is good, has installed all required tools in time, consulted when stuck. Participated and asked questions during product training"
1573,Phiona managed to set up the development enviroment
1574,Phiona hasn't faced any coding challenges. She's a promising developer.
1575,Namale managed to install software that we are going to use during the course of Internship
1576,"Namale can set up apache2, PHP, and PHP-MySQL, she can also secure her database with a password. She can now obtain a domain, using the DNS zone in cPanel she can resolve her remote IP address to that domain. She can also secure her server with an SSL certificate."
1577,"Progressive ,since physical barrier is being handled through zoom"
1579,I commend you for a positive attitude Phionah and encourage you to keep it up going forward.
1580,"Phionah, hang in there. Please interact more with your teammates and learn from each other. I also encourage you to read more about the technologies you are required to use so that it can become easier for you going forward."
1581,Team work and skills enhancement in development was acquired .
1582,Have you uploaded the script to GitHub? I need to review the script.
1583,Mayanja Adrian did a virtual internship with one of our partners  to gain experience on how organization use data analytics to understand their business and make better decision.
1589,Progressive
1590,"Student was able to handle over their joint work on the student management platform . 
It should be noted that this was their first assignment on the frappejs and erpnext platforms ."
1594,The student was  able to use their  requirements  gathering skills to create the new  tender portal  system .
1595,The student showed lots of eagerness  in learning  the ERPNext platform  and  how it could  be used to implement the Tender Portal .
1596,"EDA was completed and the work was pushed to GitHub. I am impressed by the visualizations presented for the data and comments on possible improvements were made.
Also a good understanding of using Git has made it easy to keep track of the progress of the work done"
1597,"Most Developers spend their time debugging errors.  I encourage Yvette to learn how to  debug coding errors. Otherwise, she successfully deployed the messaging app online."
1598,Ronald has successfully completed this week's tasks.
1599,Progressive through the recordings .
1600,completed networking by terminating Ethernet cable both straight through and cross over
1601,Progressive :It implies student was able to understand and deliver as required in the sessions he attended that week.
1602,"Despite a few challenges especially with data, he managed to complete this week's main tasks."
1603,He was able to configure Ifmis system and install associated programs like vpn successfully
1606,Perseverance/tenacity exhibited by the student after multiple unsuccessful trials until he finally learnt how to diagnose problems pertaining to installation and configuration of most operating systems.
1607,I hope the network issue can be solved soon. You have shown a great learning streak. link up with teammates for blockers.
1608,4 more datasets were received for human translation. Great work
1609,"Solomon demonstrated a good understanding of installation of the various windows OS versions on the current UEFI based computer systems. However, more practice with other types of operating systems will improve his understanding of operating systems even more."
1610,Nansamba Nuluyati is good at databases and has good problem solving skills.
1611,Data may not be a serious challenge since all sessions are purely hands-on.
1612,Thank you Zaharah for not giving up. Maintaining a positive and winner's attitude is a sure way to the attainment of the team objective. Try as much as you can to understand Object Oriented Programming (OOP) in Php so that you can adopt in when writing code for the Social Media Plugin.
1613,"The design of the website required the integration of a payment gateway. As a company we have a payment partner whose api, Timothy has past experience about. His he did quickly as his team members had already embarked on coding another apart of the website."
1614,"In these second week of Umar's internship at our place, Regardless of the remote nature of the placement, He didn't require a-lot of supervision, He finishes his work timely
He is consistent, Takes messages and writes correspondences where needed.
He is doing a great job with us. 
By the third week of internship, he will be good at our services."
1615,I am satisfied with research done to come up with a solution (database pooling) for the task assigned. (Identifying effective alternatives for creating an intermediate data access point). Technical progress has also been made  in setting up a django-based system to implement the solution and the work has been uploaded to GitHub.
1618,"Networking was successfully done, changing the operating system was successfully done."
1619,"Sarah completed this week's main tasks, that is, performing basic configurations on layer 3 devices and configuring vlans on layer 2 devices."
1620,Delivered all tasks of that week as required .
1621,Student was able to deliver the activities in time.
1622,"He successfully deployed the messaging App online and it can be accessed by anyone connected to internet. However, this offer is valid for 4 months."
1623,Progressed in systems development.
1624,"Arrangements for data facilitation are being made. Please contact Ms. Dorothy. Figma design implementation in React was nicely done, will be reviewed for approval. Good job with the other fixes taken up, indicates you have learnt the react basics."
1625,With some extra tutorials the student was able to finish up the tasks. Showed great improvement.
1626,"I encourage Steven to get used to  walking because it's good for his health. That aside, he managed to complete this week's tasks."
1627,Great work
1628,Francis has successfully coded a messaging app from scratch. His next project is coding a mobile App from scratch using the latest technologies.
1629,He's passionate about Networking and is doing well so far.
1631,Progressive
1632,"Despite transport challenge, Charlotte managed to come to Stratcom for internship training and completed this week's tasks."
1634,Moving to and from Stratcom is a challenge because of lock down but Hilda managed to come to Stratcom and complete this week's tasks.
1635,Progressive
1636,Progressive
1637,Thanks Benadette for being punctual and committed to your team's cause. I encourage you to continue this way. I also encourage you to develop and maintain a positive attitude so that you can deal with any challenges that come your way as you execute the tasks assigned to you. Please interact more with your team-mates so that you can complete each other's contributions.
1638,"Collins is progressing well with on boarding, he already has a good understanding of the cranecloud platform."
1639,Progressive with Group members since they have been grouped in group of 3 to deliver a system
1641,"Mayanja Adrian's Internship is progressing well, she is learn about how data analysis is used to help make business decision."
1642,Challenging since this week her laptop was down but she followed the session all days and downloaded the recording guide her when she gets laptop repaired.
1643,"She is a committed student, finishes/submits her assignments in time"
1644,Sandra successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1645,Progressed on the functionalities but had challange in using sublime text as an editor.
1646,Advised to pick up another challenge. There is alot of technology going around.
1648,Mary successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1649,"I encourage Resty to upgrade her machine. Otherwise, she successfully deployed the messaging app."
1650,Mariam managed to debug coding errors and successfully deployed the messaging app online. The app can be accessed by anyone connected to internet.
1651,Joshua successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1652,Davis successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1653,He was able to cope up accordingly with the web development as well as the physical hardware session
1654,Fast learning
1655,Abudlah successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1656,"Figma design implementation in React was nicely done, will be reviewed for approval. Good demo"
1657,Chrispus successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1658,Gloria successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1659,"I am satisfied by the work that has been accomplished this week, especially by the level of coordination with other team members. This is important because the different components work towards the same solution."
1660,Alex successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1661,I encourage Marvin to get used to debugging since it's part of coding.
1662,Task accomplished on time
1664,Katumba can write simple PHP scripts and make an SMS integration using PHP. He can as well push his code to the remote repository (GitHub).
1666,Indicated progress on tasks assigned to the intern in week 2 reviewed and acknowledged.
1667,Martha successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1669,Edwin successfully debugged errors and he's progressing well.
1670,"Despite network challenge, Samuel managed to complete this week's tasks."
1672,Catherine managed to deploy the messaging app online and it can be accessed by anyone connected to internet.
1673,I encourage Warid to learn how to deal with coding errors.
1674,"Despite transport challenge, she managed to come to Stratcom for internship and completed this week's tasks."
1675,"Despite a few challenges, Rogers managed to code the messaging app. He also deployed it online and it can be accessed by anyone connected to internet. However, this offer is valid for 4 months."
1676,He successfully deployed the messaging app online and it can be accessed by any one connected to internet. This offer is valid for 4 months.
1677,Dauglas successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1678,"Despite afew challenges with power and network, Samuel managed to complete this week's tasks."
1679,"Despite lock down challenges, Muyimba managed to start internship at Stratcom and he's doing well."
1680,Coding and debugging are inseparable. So I encourage Kenneth to get used to debugging.
1681,Progressive report on activities at hand.
1682,"Guloba has learned how to set up Apache2, PHP-MySQL server, and PHPMyadmin on his remote server, he can set up a DNS from Cpanel of the Domain, he is able to install an SSL certificate with certbot (Let's encrypt)."
1683,I encourage Elijah to upgrade his machine so that it can handle heavy tasks.
1684,"Thank you Viola for staying focused as the project progresses. Whenever you notice that there is a leadership vacuum in the group, please step forward and at least ask a guiding question that will keep the fire burning in the group rather than sliding into deafening silence. Please read more about the use cases of the WhatsApp business API and the App from other businesses that have used them."
1685,"Collins successfully deployed the messaging app online, and it can be accessed by anyone connected to internet. He is also entitled to a free hosting server and domain for the next 4 months."
1686,I am satisfied with the progress made considering the short period of time. This convinces me that data wrangling is a natural skill for her. Inquiry through regular communication has kept me up to date with the progress and this is very important as she is working remotely. Looking ahead to further data analysis especially with GPS data.
1687,"I commend you Racheal for providing leadership and encouragement to your team. You ought not to stop reading more about JavaScript and Php. More importantly, you should now try to the master Object Oriented Programming paradigm and apply it in this project for the parts that you are writing in Php especially. I remind you once again to check out the Php Standard Recommendation and share the same with your team members."
1688,"Despite a few coding challenges, Jackson managed to deploy the messaging app online and it can be accessed by anyone connected to internet. This offer is valid for 4 months"
1689,Advised to spare sometime for the tasks at hand.
1691,"Thank you Sharifa for staying focused and committed to the project. Please always lead and when absent, delegate your leadership tasks to another person to avoid creating a leadership vacuum. What you are perceiving as a challenge is not one. If you revisit the initial requirements, the WhatsApp Business API and the Application are complementary and neither is supposed to be used as a substitute to the other. 

Going forward, read more on the different use cases from other people who have applied both and widen your appreciation of the usage scope for each."
1692,I encourage Nuhu to get used to debugging errors since debugging and coding are inseparable.
1693,"Kabiito can now write PHP-MySQL, he can also deploy his code on a live remote server through GitHub, and he can send a simple SMS with PHP using AfricasTalking API. He can also read data from the user using HTML forms."
1695,"Disciplined, committed and always interested in learning new things."
1696,"Mr. Joshua is a quick learner and has already synchronized well with our technical team, He is now running and debugging some of our live Mobile applications & Web Applications. He has as well exercised communication training this week allowing him to interact with some of our customers. I believe there is promising progress with his Internship."
1697,Try to explore other accounts tools to appreciate the process flows in the finance MIS
1698,"In these second week of Musumba's internship at our place, Regardless of the remote nature of the placement, He didn't require a-lot of supervision, He finishes his work timely
He is consistent, Takes messages and writes correspondences where needed.
He is doing a great job with us. 
By the third week of internship, he will be good at our services."
1699,Thank you Andrew for continuing to display diligence and focus. I advise you to be more categorical when reporting the tasks instead of simply referring to the Scrum sprints. This will help me to better synchronise what you are reporting with what happens in the daily scrums.
1700,Succeeded in coding functionality of the information systems design
1702,"I encourage Daniel to get used to debugging errors since debugging is inseparable with coding. Whenever power is stable, he should make use of recordings and also contact the Lead Developer incase of any challenge."
1703,I encourage Emmily to always consult the Lead Developer incase of any coding challenges or power interruptions.
1704,"Thank you Priscilla for staying focused and committed to the project and the team performance. I encourage you to continue reading more about the technologies and for the sake of Php, please read more about how to apply the Object Oriented Programming. (OOP) paradigm. This is going to help you write better code that can be maintained better in future either by you or other people that will work on the project."
1705,"1. Indicated progress on tasks assigned to the intern in week 2 reviewed and acknowledged.
2. Challenges encountered by intern on changes in requirements discussed and scope of assignment to accomplish during the internship agreed upon."
1706,Collaborative work on the system under development as well as website work.
1707,Computer Technical issues but skills wise progressed
1708,Raymond successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1709,Ismail managed to deploy the messaging app online. This app can be accessed by anyone connected to internet and this offer is valid for the next 4 months.
1710,Pamella successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1711,Create a Github Student Pack account so that you can create your own instance of Pontoon to play around with. Keep working.
1712,A quick-learning student who is self-motivated
1713,Very good at research and is self motivated
1714,"Despite a few challenges, Jacob managed to start internship at Stratcom and he's doing well."
1715,The preliminary EDA for the given dataset has been converted and I am able to follow progress on GitHub. I am impressed with how quickly she interpreted the documentation and the regular contact to update me on the progress made. I look forward to seeing how she will handle the more complex data types like GPS as she furthers the analysis.
1716,An active student and a quick learner
1717,Thank you Shivan for remaining focused. I do not fully understand your challenge of Limited consultation grounds. I suggest you contact me and throw more light. Please read more on Object Oriented Programming in Php and adopt it when writing your own code.
1718,"Despite a few challenges, Resty managed to start internship at Stratcom and she is doing well."
1719,Xavier successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1720,Intern has good relationship with our partners in terms of adaption to work requirement and deliverables.
1721,Kamugisha has learned how to write SMS notifications with PHP. He still has some small problems with writing MySQL scripts.
1722,"Derrick understands the basics of PHP, he can now write PHP-MySQLi scripts to work with databases, he can read data from the user using HTML form."
1723,"Rafusanjani can now understand PHP-MySQLi, he can receive data from the user and pass it to PHP and then he uses PHP  manipulate it using MySQL database. He can also send a short SMS using PHP supported by AfricasTalking, This man has also learnt how to push his code to hitHub and then deploy it to the remote server."
1724,Emmanuel successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1725,"Ruth successfully completed this week's main task, that is, deploying the messaging app online. This app can be accessed by any one connected to internet."
1727,We managed to talk via WhatsApp and the student could get time and show me the list of codes which was good
1728,"Kimuli can now write PHP-MySQL code, he can push it to GitHub and deploy it to the remote server, he can read data from the user using HTML and he can connect and load CSS files into HTML pages. His work is good. He understands the basics of PHP"
1729,"Good time management skills.
improved communcation skills"
1730,The Intern is learning and adapt to the work life quite good. Happy with here contribution in the last project.
1731,He can deploy his code from a GitHub repository to a remote server.
1732,Student was able to create custom  doctypes and modify existing ones to  fit  in the business  applications .
1733,"Despite a ban on public transport, Joshua managed to walk to Stratcom and start he's internship."
1737,"Magembe was able to push his code to GitHub, He still has a problem with PHP-MySQL and deploying his code to remote server."
1738,"Dyson, can now receive data from the user using HTML form and submits it to PHP, then she uses PHP-MySQLi queries to manipulate it. She is starting to understand PHP-MySQL, she can push her code to the GitHub repository, but she has a problem with deploying it to the remote server."
1739,Louisa successfully deployed the messaging app online and it can be accessed by anyone over the internet. He is also entitled to a free hosting server and domain for the next 4 months.
1740,Progressive amidst the network challenges .
1741,"he is a person who is willing to learn new technologies, has good programming skills and also challenges himself to deliver more than he is expected."
1744,"Jedidiah, I encourage you to continue reading even as you move into coding this week. Do not forget to adhere to the language standards specified in the official standards or guideline documentation. I commend you for always taking the initiative to lead when your team leader is not available. Keep it up."
1747,This wor was well done and I am happy
1748,"Despite afew challenges, Ian managed to complete this week's tasks."
1750,Thank you Trevor for the efforts. Your team's efforts are promising and encouraging.
1751,"Thank you Trevors for the diligence and focus. As we edge closer to the end of the assignment, please refer back to the scrum basics so that we can meet all the acceptance criteria that we set at the beginning especially in the last sprints."
1752,"Using PHP and MySQLi, Derrick can write real-world applications, he can also integrate SMS notifications in them. We can load bootstrap CSS into his application to support the UI. However, he is not yet familiar with USSD application development."
1753,"- Micheal made good progress on his weekly To do's. 
- He is good at presenting the work he has done. 
- His interaction with the team is also getting better. 
- Hope to see his speed of execution grow, so as to take on more in the week."
1755,"Seen. Great, please keep it up. This is good."
1756,"Thanks Mariam for staying committed even amidst drawbacks. Please spend time understanding the anatomy of wordpress and its WooCommerce plugin as this knowledge is going to be handy as the project grows. Since you are not going to be so much involved in the Android development, you should use this opportunity to understand Wordpress and WooCommerce inside-out."
1757,"Fahim can now manipulate MySQL using PHP, he can write the SQL commands in PHP-MySQL, and then deploy them on a GitHub repository. He can also deploy his code to the remote server through GitHub and putty."
1758,Teddy is learning ethical hacking - self interest. Awaiting to see it in use
1759,"Semata can resolve his API address to his DNS zone, he can write some SQL scripts with PHP-MySQLi, he can push his code to a GitHub repository. He is still learn more about PHP and MySQL"
1760,Gerald is now familiar with PHP-MySQL and he can write a simple code with PHP and push it to gitHub
1761,"Word press skills and collaborative development was achieved  hence progressive,yet he takes lead in delivering too."
1763,Thank you Nabil for staying focused and committed to the cause. I encourage you to always step in and provide leadership when your team leader is not present in the meetings. A leadership vacuum is not healthy for your team. Read more on the different use cases of both the Business API and the App so that you can widen your appreciation of the same.
1764,She successfully deployed the messaging app online and it can be accessed by anyone connected to internet.
1765,"Despite afew challenges, Rebecca managed to deploy the messaging app and it can be accessed by anyone connected to internet."
1768,Coding errors are innevitable. I encourage Lilian to get used to  debugging and also consult the Lead Developer incase of  coding challenges.
1769,Phiona successfully deployed the messaging app online and it can be accessed by any one  connected to internet.
1770,Challenged by network and was inconsistent  this week.
1772,"Technical knowledge issues ,but were resolved"
1773,Calvin successfully deployed the messaging app online and it can be accessed by any one connected to internet. This offer is valid for 4 months.
1774,Progressive
1775,"Batale is now able to write PHP and MySQLi scripts, he can manipulate his database to make sense out of his data."
1777,Kirya can write PHP MySQL scripts and deploy them to his server through GitHub. He can also use PHP to write SMS notifications. Learning is a process.
1781,Thanks Walter for staying focused and committed to executing the tasks at hand. I encourage you to read more on the deployment of php projects on servers so that you can help your devops colleague in supplying you the details you need in order to have your project functioning well on the server.
1782,Thanks Ryan for staying committed and focused on the tasks at hand. I encourage you to read more on the deployment of php projects on servers so that you can help your devops colleague better understand your requirements so that he can better facilitate you.
1783,We have to meet on 9th August 2021 for us to assess this progress and consolidate this output.
1784,"Continuation of the system at hand with the group he was working with, further more he was able to design a website."
1787,Completed all assignments given.
1789,Database formulation for the supermarket system  was among key deliverables and as a group they accomplished it.
1790,Well executed. Keep up the good work.
1793,Thank you Hillary for providing leadership and guidance to your team. I encourage you to always check out those that are not communicating in a timely manner. I also advise you to spend some more time understanding the anatomy of Wordpress and  the WooCommerce plugin as this knowledge is going to become handy as you proceed with the project.
1795,"Glad you had basic knowledge with LAN infrastructure and that was great to build onto, it helped make the learning process faster. and credit for the effort and love.
Looking forward to exposing to a new challenge under Power Solutions and management in the coming week."
1796,"I'm pleased with how fast you learnt the various C-Panel configuration tasks. Indeed proving the fast learner you are.
Also we weren't able to have the training on UPS power solutions, but hope to have you exposed to that in the coming weeks."
1797,"Exceptional work with the Tablet provisioning, keep up the commitment and fast pace on handling tasks."
1798,Progressive
1799,This module was worked on .
1800,Please continue working on creating projects on Pontoon System for the translators and Common Voice. Great work. I'm busy at the moment. I will get back to you soon.
1801,Progressive
1802,I see no comments four fiekd supervisor
1803,"Thank you for the update. However, you need to clearly explain the tasks. For example, what happened during the interview? you set up the interview, carried out the interview, etc . when you explain, it becomes clear what you did. Good job. Keep it up"
1805,"Lucky, can now execute SQL commands using PHP-MySQL, meaning she is developing the ability to interact with and Manipulate the database using a Graphical User Interface."
1806,Ssemuga has started internship at Stratcom and he is doing well.
1808,"He successfully completed this week's tasks, that is configuring a cisco router as DHCP server, configuring end devices as DHCP clients and dismantling/ assembling laptops."
1809,He was able to handle more of website development this week.
1810,Progressive in tasks at hand irrespective of the internet issues.
1811,"Assignments to the students at this time helped the company modify  its  implementation  methodology  from  customization  of  doctypes to creation of  custom  applications . 
Use of web-forms for the different  modules was also impressive ."
1812,"Iann has been proactive, he has managed to accomplish the next weeks tasks within this week. The changes that he was asked to make have been effected and this will give him time to optimize the experiments."
1813,"She can now write PHP and MySQLi scripts, but she has a problem with formulating the software process flaw. I connected with her through TeamViewer and we were to deploy her files to the remote server, she had got a problem with the git."
1814,Progressive
1815,"Andrew successfully completed this week's main tasks, that is, dismantling and assembling laptops, configuring a layer 3 device as a DHCP server and Configuring static routes."
1816,"Impressed with the database structure but he needs to work a little faster to meet the deadlines, other than that all is good."
1817,Some good work has been done by Joshua. He is showing that he has enough knowledge about Linux operating systems and I want to work more with him to better use those skills.
1820,Most of the creative work was finished this week so that we can focus on systems development.
1822,Davis successfully set up the mobile app development enviroment.
1823,Intern has good relationship with our partners.
1824,"Good work Zaharah, keep it up."
